LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
208,2899,144308,36,37,7,34.8,31.8,6.5,18.8,"£45,674"
208,2900,131824,43,43,39,36.6,34.4,24.1,19.3,"£43,349"
208,2901,131874,24,9,7,23.6,7.6,7.0,15.4,"£38,105"
208,2902,100582,31,32,17,30.8,30.9,16.1,20.5,"£38,945"
208,2903,133315,23,20,8,22.0,17.8,7.4,17.0,"£49,365"
208,2905,133584,26,21,12,23.9,16.8,11.4,17.2,"£45,587"
208,3000,133662,25,13,10,23.8,12.0,8.3,16.4,"£45,047"
208,3307,100609,22,27,6,21.0,23.6,5.1,18.1,"£42,273"
208,3324,100610,13,19,4,12.6,16.4,4.0,14.7,"£41,982"
208,3329,100611,11,10,4,9.9,8.2,3.4,20.0,"£45,618"
208,3375,100612,13,11,4,12.2,8.6,3.3,16.5,"£45,013"
208,3403,100613,14,12,4,13.3,10.1,3.9,14.7,"£43,622"
208,3457,100614,11,8,5,10.6,7.7,4.2,16.2,"£44,758"
208,3466,100615,12,14,4,11.3,13.5,3.6,19.4,"£42,372"
208,3491,100616,10,7,3,8.6,6.2,3.0,22.8,"£42,067"
208,3493,100617,17,15,3,15.2,11.9,2.8,17.1,"£40,933"
208,3499,100618,11,10,5,9.6,9.6,3.7,21.0,"£45,553"
208,3502,100619,12,9,6,11.4,7.4,4.3,19.2,"£41,127"
208,3589,100620,12,11,14,9.6,8.1,6.1,20.2,"£43,881"
208,3596,100621,12,12,8,11.6,10.4,7.9,18.7,"£41,106"
208,3621,100622,17,27,6,17.0,24.1,4.3,19.9,"£39,382"
208,3641,100623,20,15,3,14.4,11.2,3.0,19.6,"£39,971"
208,3642,134507,9,11,4,9.0,9.5,4.0,21.6,"£45,912"
208,3643,135614,15,16,2,13.9,13.4,1.7,16.8,"£40,141"
208,4000,139659,49,16,7,48.2,16.0,7.0,12.6,"£38,495"
208,4002,140564,16,0,3,15.1,0.0,2.7,9.8,"£39,490"
208,4003,140966,22,2,5,21.6,2.0,4.0,12.0,"£45,815"
208,4005,142905,17,2,9,16.1,2.0,8.0,11.5,"£45,902"
208,4223,100624,71,14,16,69.4,13.8,15.9,12.8,"£46,145"
208,4321,100625,57,22,18,57.0,21.0,18.0,14.2,"£45,131"
208,4322,136450,41,9,11,41.0,9.0,10.1,24.4,"£40,566"
208,4509,100627,42,11,17,38.0,8.6,15.5,13.0,"£45,206"
208,4731,144309,82,24,27,79.9,23.0,26.4,13.3,"£42,584"
208,5200,100628,12,13,5,10.1,9.5,3.8,23.4,"£48,890"
208,5201,100629,19,42,3,17.8,14.2,3.0,23.1,"£48,038"
208,5202,137295,25,21,12,21.2,15.8,6.3,19.9,"£48,153"
208,5203,100631,11,12,4,10.8,10.5,4.0,18.1,"£40,287"
208,5204,100632,22,17,4,20.8,15.7,3.8,22.0,"£44,348"
208,5205,100633,22,20,6,20.0,16.7,5.8,20.8,"£42,759"
208,5206,100634,14,18,4,13.2,14.7,3.9,18.1,"£47,645"
208,5207,136288,52,28,7,52.0,27.6,7.0,15.3,"£36,352"
208,5208,100636,22,14,5,18.5,9.4,4.8,17.6,"£49,281"
208,5209,100602,44,38,10,44.0,33.5,9.2,19.4,"£37,986"
208,5400,100637,70,17,30,67.3,13.9,26.4,15.1,"£46,338"
208,5401,100638,95,21,28,91.5,17.3,18.7,13.1,"£48,908"
208,5402,137093,119,27,41,108.1,24.9,38.3,14.8,"£44,439"
208,5403,100640,38,5,18,37.6,5.0,16.7,11.1,"£39,470"
208,5404,137966,34,8,14,32.0,7.5,13.0,17.1,"£47,836"
208,5405,100642,51,26,15,50.6,25.0,14.0,12.0,"£47,933"
208,6905,134815,67,13,24,65.9,12.8,23.6,14.4,"£44,484"
208,6906,135389,58,16,21,56.2,15.6,19.4,14.0,"£43,757"
208,6907,137954,59,27,16,58.7,27.0,15.8,12.7,"£40,679"
209,2000,100671,24,19,16,24.0,15.8,13.1,22.7,"£38,552"
209,2001,139672,15,8,3,13.4,8.0,3.0,22.5,"£42,171"
209,2002,142456,18,25,6,14.5,14.9,4.6,27.9,"£44,772"
209,2023,100672,34,42,8,31.0,29.8,7.2,14.4,"£44,759"
209,2029,100673,13,25,7,12.6,11.4,4.4,20.2,"£45,358"
209,2068,100674,27,23,16,22.9,18.0,8.9,18.7,"£43,956"
209,2108,100675,28,37,16,23.5,23.9,11.3,18.8,"£45,820"
209,2127,100676,31,33,19,27.7,22.5,14.7,24.1,"£41,056"
209,2148,100677,29,17,11,25.1,10.3,8.3,17.1,"£41,310"
209,2158,100678,33,48,11,31.5,30.1,9.8,18.5,"£44,164"
209,2163,100679,25,28,10,23.0,16.0,9.8,21.0,"£47,676"
209,2187,100680,28,15,9,22.9,10.5,8.1,19.4,"£42,930"
209,2197,100681,26,36,5,25.4,22.7,4.9,18.9,"£39,502"
209,2225,100683,27,36,22,24.8,28.1,9.8,21.2,"£42,756"
209,2259,100684,34,35,9,29.9,22.5,6.9,21.7,"£42,536"
209,2267,100685,12,16,5,10.8,12.0,3.8,26.5,"£39,522"
209,2289,100686,20,43,4,19.2,27.0,3.1,26.6,"£40,357"
209,2304,100687,39,22,13,34.1,19.8,12.6,20.2,"£44,588"
209,2307,100688,30,27,16,26.1,18.0,12.8,18.6,"£44,524"
209,2342,100689,22,27,3,19.3,12.9,1.9,20.1,"£41,590"
209,2347,100690,42,49,7,35.8,38.6,5.2,17.5,"£44,478"
209,2349,100691,21,15,10,20.8,13.0,8.7,21.1,"£39,074"
209,2374,100692,19,31,7,18.8,20.2,6.2,22.5,"£43,633"
209,2381,100693,29,14,12,25.2,12.6,9.8,18.3,"£46,301"
209,2390,100695,18,5,5,16.7,4.6,3.6,26.0,"£38,825"
209,2403,100696,27,29,9,25.0,18.9,5.8,15.6,"£43,000"
209,2491,100699,29,22,12,26.0,19.0,5.9,17.0,"£43,687"
209,2493,100700,34,33,15,29.4,23.5,11.1,16.8,"£38,875"
209,2529,100701,37,34,23,32.9,24.3,10.6,18.6,"£42,492"
209,2535,100702,19,24,6,16.5,16.7,3.3,21.2,"£47,282"
209,2536,100703,21,21,11,17.2,10.6,6.3,20.0,"£48,492"
209,2570,100704,13,7,4,12.2,4.8,3.6,27.1,"£39,344"
209,2571,100705,10,7,4,9.0,3.3,3.5,33.1,"£47,966"
209,2599,137441,32,28,6,29.2,24.2,5.9,15.4,"£43,988"
209,2605,100707,19,28,8,16.9,19.5,5.9,21.7,"£35,796"
209,2606,100708,19,21,8,15.3,12.9,6.0,19.4,"£47,740"
209,2782,100709,29,27,12,24.2,18.1,9.8,24.2,"£45,748"
209,2811,100710,22,27,4,19.6,14.7,3.6,24.0,"£44,708"
209,2815,100711,28,24,7,24.9,15.3,5.6,19.9,"£44,815"
209,2818,100712,21,12,3,14.0,8.4,2.7,16.4,"£49,467"
209,2869,100713,27,24,7,22.4,14.8,6.7,21.6,"£47,330"
209,2870,100714,13,29,7,12.5,11.5,3.2,20.4,"£42,710"
209,2871,100715,15,19,4,13.2,14.6,3.2,15.9,"£42,584"
209,2878,100716,20,10,6,17.2,6.9,5.0,16.5,"£41,696"
209,2887,100717,18,7,6,14.3,6.4,4.8,18.3,"£50,130"
209,2911,100718,34,34,28,31.2,28.8,19.3,20.3,"£41,972"
209,3301,100719,17,12,4,10.9,7.8,3.5,21.6,"£45,814"
209,3315,100720,12,14,4,8.4,8.8,2.3,22.2,"£52,035"
209,3325,100721,13,7,9,13.0,5.3,8.4,16.5,"£43,174"
209,3344,100722,12,13,5,12.0,10.7,4.1,20.8,"£45,891"
209,3360,100723,11,10,5,10.2,6.2,4.1,17.9,"£42,082"
209,3374,100724,17,11,6,14.5,5.2,5.1,15.7,"£40,348"
209,3416,100725,13,11,4,10.6,7.6,2.6,19.6,"£44,486"
209,3420,100726,19,30,5,17.2,17.2,4.9,21.7,"£41,791"
209,3454,100727,8,14,5,7.8,10.3,4.4,23.9,"£43,600"
209,3472,100728,10,11,7,9.2,6.4,4.9,22.9,"£48,231"
209,3478,100729,13,10,4,9.5,8.1,3.9,28.2,"£46,151"
209,3518,100730,10,13,5,9.5,6.8,3.5,22.2,"£41,923"
209,3548,100731,13,9,7,11.8,6.4,4.4,18.3,"£47,512"
209,3588,100732,18,18,3,16.0,13.5,2.9,19.5,"£50,015"
209,3594,100733,13,7,8,11.8,4.6,4.9,19.1,"£44,226"
209,3597,100734,19,18,4,12.2,9.0,3.6,21.0,"£44,930"
209,3650,100737,11,24,2,9.7,9.2,1.0,26.1,"£45,849"
209,3661,100739,15,15,6,10.7,8.5,4.7,22.3,"£44,324"
209,4047,100740,81,7,25,69.9,5.7,22.0,12.8,"£44,162"
209,4204,100741,93,12,28,89.5,9.5,24.9,15.6,"£45,266"
209,4249,100742,60,22,29,58.6,21.6,25.2,15.0,"£43,247"
209,4267,100743,66,18,27,59.9,15.3,25.1,15.5,"£44,667"
209,4289,100745,81,18,31,75.2,16.9,30.6,17.7,"£46,454"
209,4323,100747,61,28,31,58.8,25.5,28.8,16.1,"£45,086"
209,4600,100748,47,14,15,44.7,10.9,14.0,12.7,"£47,499"
209,4636,100749,52,22,16,51.5,20.6,15.1,16.7,"£42,264"
209,4646,100750,63,12,26,56.2,10.3,20.8,16.9,"£49,903"
209,4802,100752,57,0,6,56.1,0.0,5.5,14.1,"£44,788"
209,5200,100753,25,21,4,24.6,19.6,4.0,17.0,"£42,631"
209,5201,135843,52,24,23,50.2,23.3,21.2,16.4,"£45,732"
209,6905,135073,109,27,40,102.6,23.2,35.1,17.6,"£44,470"
209,6906,135070,88,16,36,86.0,14.4,33.9,16.1,"£42,435"
209,6907,135264,73,29,16,70.3,27.0,15.3,14.1,"£43,222"
210,2001,138270,4,7,1,4.0,7.0,1.0,SUPP,"£26,382"
210,2002,139907,18,9,4,16.3,8.0,4.0,16.9,"£37,046"
210,2003,100774,24,20,3,23.7,18.6,2.9,16.5,"£42,153"
210,2004,140937,12,10,2,11.2,10.0,2.0,17.7,"£45,685"
210,2005,141666,34,8,9,34.0,7.4,8.0,11.5,"£35,829"
210,2006,142090,11,15,18,11.0,10.1,9.8,21.2,"£38,341"
210,2007,142875,7,6,3,7.0,5.1,2.6,16.7,"£42,384"
210,2008,145130,29,23,17,28.4,20.1,7.9,15.5,"£40,250"
210,2038,100775,13,18,7,13.0,14.5,4.8,19.2,"£44,581"
210,2085,100780,31,13,13,29.5,11.8,10.4,16.7,"£39,327"
210,2100,100781,23,28,11,21.8,21.7,11.0,20.5,"£42,049"
210,2116,100782,21,28,8,20.0,22.9,6.2,20.6,"£42,252"
210,2123,100783,25,13,6,22.8,10.6,5.4,13.2,"£41,307"
210,2138,100784,14,16,6,11.7,11.7,4.1,16.5,"£44,644"
210,2142,100785,28,41,7,26.8,36.1,6.5,19.8,"£44,248"
210,2161,100786,21,33,6,20.0,27.4,5.9,21.7,"£42,408"
210,2169,136665,28,18,16,23.7,13.4,9.9,16.4,"£42,616"
210,2257,100790,37,35,11,32.2,26.1,8.8,20.0,"£45,020"
210,2263,100791,23,17,18,22.3,12.2,10.3,17.2,"£44,252"
210,2293,100793,23,12,8,21.9,10.0,6.7,18.6,"£46,493"
210,2308,100794,14,10,7,13.4,8.6,6.2,15.9,"£45,980"
210,2323,100795,23,24,5,23.0,20.4,5.0,18.2,"£41,440"
210,2328,100796,41,28,20,35.7,19.6,15.7,15.0,"£41,875"
210,2335,140507,27,18,8,24.5,17.2,7.9,19.8,"£43,698"
210,2339,100798,32,22,10,25.7,16.5,6.1,18.5,"£52,281"
210,2351,100800,20,23,8,19.5,15.7,8.0,20.1,"£45,478"
210,2365,100801,18,20,5,18.0,13.6,4.6,16.8,"£37,257"
210,2392,100802,19,27,8,16.6,18.1,8.0,25.9,"£49,432"
210,2411,100803,23,26,5,21.3,20.3,3.5,19.4,"£43,052"
210,2500,137648,36,35,20,35.7,27.0,15.9,14.6,"£39,334"
210,2514,100808,22,25,2,20.8,12.3,1.4,14.9,"£43,552"
210,2516,100809,19,22,7,17.8,14.3,5.3,17.8,"£42,771"
210,2526,100810,29,31,15,28.6,25.2,13.9,16.6,"£44,055"
210,2560,100811,15,18,7,13.8,16.1,7.0,15.4,"£49,836"
210,2562,100812,26,22,9,25.2,18.1,7.8,17.5,"£42,460"
210,2607,100813,12,8,3,10.1,7.2,2.8,19.8,"£50,283"
210,2609,100814,14,23,9,11.6,12.8,7.1,17.3,"£46,352"
210,2621,100815,10,14,2,9.6,8.6,2.0,16.4,"£47,892"
210,2848,100817,31,27,8,30.2,24.3,8.0,18.6,"£42,774"
210,2852,100818,16,14,7,13.3,12.1,6.6,17.1,"£49,281"
210,2853,100819,23,42,11,22.4,31.8,10.7,18.6,"£40,331"
210,2855,100821,25,28,11,23.3,17.5,10.4,18.5,"£43,906"
210,2856,130918,35,51,23,33.8,43.0,19.7,19.9,"£41,196"
210,2857,137413,18,15,3,17.6,13.2,3.0,18.8,"£38,164"
210,2858,131843,19,20,12,17.9,18.9,7.9,25.2,"£51,409"
210,3313,100822,8,9,3,7.6,6.1,2.5,27.4,"£42,865"
210,3337,100823,14,14,3,11.4,11.5,2.7,22.7,"£44,114"
210,3341,100824,19,17,9,18.6,13.2,5.9,19.3,"£39,404"
210,3399,100825,13,18,4,11.0,12.6,3.9,19.9,"£41,510"
210,3435,100826,21,16,8,19.7,11.5,7.8,21.4,"£49,195"
210,3445,100827,8,14,3,8.0,10.2,2.3,17.6,"£44,669"
210,3447,100828,11,8,7,11.0,5.1,6.5,24.0,"£41,363"
210,3452,100829,31,37,7,29.6,31.2,6.7,18.7,"£40,167"
210,3460,100830,27,25,6,24.0,18.1,5.0,18.0,"£43,966"
210,3468,100831,7,20,2,6.9,14.2,2.0,26.9,"£43,978"
210,3475,100832,19,32,13,16.4,19.9,9.3,20.9,"£46,037"
210,3476,100833,15,13,4,15.0,10.6,3.8,14.8,"£40,477"
210,3484,100834,15,17,6,15.0,8.9,4.0,15.7,"£41,552"
210,3492,100835,6,6,1,5.6,5.1,0.8,18.5,"£48,598"
210,3508,100836,12,13,3,11.3,7.5,2.5,19.0,"£44,846"
210,3516,100837,10,11,5,9.6,9.1,4.2,20.6,"£39,777"
210,3573,100838,18,16,7,17.4,13.0,7.0,18.1,"£44,987"
210,3586,100839,10,12,8,10.0,10.2,4.8,22.5,"£44,829"
210,3593,100840,15,10,4,12.0,7.6,3.6,18.5,"£41,468"
210,3669,100841,15,13,7,12.7,9.7,7.0,17.8,"£44,731"
210,3670,134903,24,37,13,23.2,26.0,11.9,16.9,"£43,383"
210,4000,139587,32,9,14,30.8,8.2,12.2,10.7,"£41,757"
210,4001,139718,43,16,24,42.6,15.1,23.6,13.7,"£40,480"
210,4002,140221,38,6,10,37.2,5.8,10.0,14.9,"£41,731"
210,4003,142178,15,1,3,14.1,1.0,3.0,17.2,"£47,380"
210,4265,136309,162,5,8,142.9,3.8,7.6,13.3,"£43,355"
210,4318,136298,76,16,24,70.9,14.1,21.3,17.1,"£43,719"
210,4680,100849,66,8,29,61.4,6.8,23.6,12.4,"£44,948"
210,5200,100851,16,17,5,12.4,14.1,4.0,29.3,"£52,631"
210,5201,100852,23,16,10,19.9,11.0,5.6,20.9,"£47,959"
210,5203,100853,13,14,3,11.9,9.6,2.4,19.9,"£48,722"
210,5204,100854,9,13,1,8.6,9.1,1.0,17.6,"£41,993"
210,5205,100855,12,24,4,10.8,12.2,3.9,20.8,"£53,015"
210,5207,100816,19,21,10,17.3,15.6,8.5,19.0,"£46,031"
210,5209,131318,24,25,8,22.6,14.6,7.1,20.6,"£42,458"
210,5402,100857,74,8,12,73.0,8.0,10.2,11.4,"£45,085"
210,5403,138961,81,3,18,77.8,2.7,16.3,11.0,"£42,604"
210,5404,100859,53,13,15,49.6,12.4,14.7,12.3,"£50,597"
210,5405,138960,66,9,15,64.3,7.7,14.6,12.7,"£50,336"
210,6905,134222,104,27,38,100.1,23.7,36.6,14.2,"£45,575"
210,6906,134225,59,9,23,57.1,8.3,21.7,11.5,"£40,602"
210,6907,131747,49,3,12,46.9,3.0,11.6,15.6,"£40,246"
210,6908,132711,66,6,22,61.4,6.0,18.3,13.7,"£42,630"
210,6909,135315,67,25,22,66.2,24.1,20.3,15.0,"£41,615"
210,6911,135401,104,12,38,102.8,12.0,36.2,10.1,NA
210,6912,135584,97,27,22,96.4,23.6,20.7,12.4,"£42,107"
210,6913,135816,54,7,18,52.7,7.0,17.2,14.6,"£46,094"
211,2000,137016,22,15,4,19.3,14.0,2.1,14.5,"£38,796"
211,2001,140096,42,42,12,39.2,31.9,11.2,18.4,"£41,777"
211,2002,131936,21,22,11,21.0,19.0,9.9,21.0,"£44,838"
211,2003,133288,23,24,12,20.9,19.5,10.1,18.9,"£41,939"
211,2004,133574,30,18,9,28.9,16.2,6.9,17.5,"£42,439"
211,2005,134160,26,53,8,24.4,34.7,8.0,21.2,"£53,892"
211,2006,139423,23,41,12,22.6,31.6,10.8,19.3,"£40,193"
211,2008,138276,19,11,9,18.6,8.4,8.6,16.1,"£44,046"
211,2009,141039,18,6,3,13.7,5.6,1.7,13.1,"£39,953"
211,2043,100890,33,46,15,33.0,37.4,14.6,18.6,"£42,743"
211,2056,100891,47,58,18,47.0,41.1,17.3,17.5,"£45,072"
211,2059,100892,26,31,6,24.9,22.1,5.9,16.6,"£45,672"
211,2091,100893,22,24,6,19.7,18.2,3.9,13.6,"£47,455"
211,2097,100894,33,41,18,30.8,28.7,16.8,17.4,"£44,853"
211,2099,100895,28,18,5,22.2,11.9,3.8,15.5,"£43,384"
211,2110,100896,18,26,10,17.4,16.0,8.2,19.8,"£44,630"
211,2118,100897,26,29,10,23.5,17.9,8.2,18.6,"£44,989"
211,2144,100898,21,22,7,19.2,15.9,6.4,19.3,"£46,382"
211,2145,140064,35,39,14,33.8,33.9,13.0,20.1,"£39,676"
211,2147,100900,33,36,10,31.6,27.1,9.1,14.6,"£45,717"
211,2159,100901,31,29,8,26.9,23.4,7.0,17.7,"£47,124"
211,2254,100902,25,24,8,23.2,21.1,7.8,15.4,"£47,545"
211,2270,100903,14,14,5,13.4,9.1,4.4,15.5,"£46,999"
211,2281,100904,25,27,8,21.6,18.3,7.8,15.1,"£46,311"
211,2341,100906,24,25,12,22.7,22.1,10.0,19.2,"£48,035"
211,2377,100907,17,13,6,16.2,9.9,5.2,15.8,"£43,011"
211,2378,100908,12,16,2,10.8,13.0,2.0,20.7,"£47,615"
211,2397,100911,26,24,11,24.4,19.1,9.8,18.2,"£43,302"
211,2402,100912,43,35,15,38.7,29.2,12.0,17.0,"£44,862"
211,2406,100913,25,23,5,22.7,19.6,4.1,16.9,"£43,611"
211,2432,100914,15,16,6,13.4,12.6,5.4,15.2,"£43,377"
211,2441,100915,16,16,19,14.0,12.9,11.6,24.3,"£51,959"
211,2446,100916,21,14,5,18.3,12.6,5.0,18.7,"£44,866"
211,2499,100917,27,28,9,25.0,21.4,6.7,18.3,"£45,677"
211,2533,100920,40,34,15,38.0,29.6,13.8,17.8,"£43,898"
211,2557,137682,21,11,7,17.1,10.6,5.4,20.8,"£48,302"
211,2568,144235,41,37,13,38.2,33.1,13.0,16.0,"£39,076"
211,2569,100923,26,18,7,24.7,14.2,4.6,15.6,"£44,689"
211,2623,100926,11,12,2,11.0,11.2,1.8,20.5,"£43,555"
211,2631,100927,27,20,9,25.0,17.5,8.2,17.5,"£44,241"
211,2658,100928,27,16,6,25.9,13.2,5.8,19.2,"£46,411"
211,2828,100930,25,21,8,22.8,17.5,6.8,18.9,"£45,373"
211,2857,100931,15,20,7,13.9,16.2,4.2,17.0,"£47,359"
211,2893,100932,18,17,6,16.7,15.3,6.0,18.8,"£44,876"
211,2908,100934,24,27,17,23.2,23.9,8.5,17.5,"£42,854"
211,2909,100935,12,21,6,9.6,13.9,5.4,19.6,"£57,113"
211,2910,100936,18,17,14,17.3,14.4,8.9,16.9,"£44,689"
211,2912,100937,22,40,11,20.4,24.8,9.8,22.4,"£43,324"
211,2916,100938,16,13,5,14.4,10.6,5.0,15.5,"£47,281"
211,2917,100939,32,39,12,29.1,33.6,10.6,15.9,"£40,961"
211,2918,100940,15,9,7,11.9,6.6,6.0,18.4,"£48,810"
211,2919,100941,27,21,9,23.4,18.3,7.3,17.5,"£47,065"
211,2920,144236,17,14,11,17.0,13.2,9.3,13.9,"£42,501"
211,2921,100943,15,13,4,13.0,8.2,4.0,14.0,"£43,505"
211,2922,130352,39,56,23,37.6,49.9,17.5,17.8,"£42,735"
211,2999,131737,25,16,5,22.5,12.5,5.0,19.0,"£42,011"
211,3332,100944,12,15,6,11.1,9.9,5.0,16.6,"£47,336"
211,3346,100945,11,14,3,10.2,11.0,1.6,19.5,"£47,601"
211,3350,100946,9,14,4,9.0,10.2,4.0,21.1,"£46,376"
211,3397,100949,11,6,6,10.4,5.1,6.0,21.6,"£43,924"
211,3411,100950,16,19,4,15.2,14.4,4.0,18.3,"£47,088"
211,3431,100951,12,16,4,11.4,13.6,4.0,18.9,"£43,260"
211,3462,100953,14,16,5,11.4,13.6,3.4,17.3,"£40,145"
211,3497,100954,18,24,6,17.2,21.8,5.4,22.9,"£45,640"
211,3540,100956,13,17,6,11.7,12.7,4.4,15.5,"£47,958"
211,3563,100958,12,14,6,12.0,11.7,5.1,17.0,"£39,183"
211,3574,100959,11,17,4,10.2,13.1,3.9,21.9,"£47,371"
211,3581,100960,15,16,8,14.4,14.1,6.8,15.1,"£42,785"
211,3592,100961,13,11,5,12.2,9.0,4.7,19.0,"£40,435"
211,3619,100962,10,9,8,8.6,6.9,4.9,25.4,"£50,044"
211,4000,138202,23,5,7,22.4,5.0,7.0,11.1,"£43,859"
211,4001,141133,31,9,11,31.0,8.4,10.5,13.2,"£42,039"
211,4002,141095,15,0,4,15.0,0.0,4.0,13.8,"£42,702"
211,4003,142879,11,2,0,7.6,2.0,0.0,10.4,"£40,208"
211,4005,144756,16,5,7,15.2,5.0,7.0,9.7,"£49,337"
211,4024,100965,80,39,32,79.4,36.3,31.1,12.5,"£47,879"
211,4105,100966,76,33,29,74.6,25.9,26.1,13.2,"£48,290"
211,4150,100967,110,55,38,104.9,46.1,33.6,14.6,"£47,524"
211,4242,143629,98,17,35,92.1,14.9,30.4,15.2,"£47,719"
211,4276,100969,83,12,23,83.0,12.0,22.5,12.0,"£42,164"
211,4277,143379,112,15,48,110.7,13.4,47.5,13.9,"£44,543"
211,4284,137789,65,15,33,64.0,13.9,30.0,15.5,"£38,829"
211,4296,100972,61,22,25,55.7,16.0,23.4,13.5,"£46,825"
211,4297,100973,89,32,33,83.9,24.5,29.2,14.4,"£48,129"
211,4298,133289,113,23,37,106.3,20.7,34.4,5.3,"£45,921"
211,4505,100974,93,41,30,89.0,35.7,29.1,12.4,"£47,509"
211,4507,100975,122,35,43,115.6,30.8,38.4,13.1,"£45,585"
211,4722,100977,111,39,30,108.9,33.2,29.2,13.0,"£42,413"
211,4726,100978,113,23,37,106.3,20.7,34.4,8.2,"£45,921"
211,5400,100979,49,8,13,46.3,7.4,12.7,12.1,"£50,286"
212,2000,139592,16,18,2,15.7,15.3,2.0,19.7,"£49,545"
212,2001,139687,13,13,4,9.6,9.6,2.9,15.2,"£47,602"
212,2002,139775,16,14,5,13.9,14.0,3.8,21.0,"£39,717"
212,2003,140222,4,4,1,4.0,3.2,1.0,20.3,"£38,619"
212,2004,100995,26,11,6,25.1,8.8,6.0,13.8,"£39,950"
212,2005,134041,27,16,5,24.9,12.9,4.1,20.3,"£37,763"
212,2006,140423,10,12,3,9.9,11.8,2.6,19.2,"£51,050"
212,2007,140682,11,7,7,9.8,4.9,4.5,20.4,"£44,508"
212,2009,144621,18,18,6,16.2,13.1,4.6,17.5,"£38,125"
212,2010,100996,22,18,5,20.4,13.1,4.4,19.2,"£39,672"
212,2011,145060,16,9,3,15.8,7.9,2.8,20.9,"£36,523"
212,2034,100997,29,22,5,23.0,13.2,4.6,17.6,"£43,978"
212,2040,137563,57,29,15,51.1,19.6,14.2,18.0,"£42,092"
212,2064,101001,25,30,10,21.0,17.7,4.5,17.5,"£40,127"
212,2067,101002,23,16,17,22.5,11.9,10.9,16.8,"£46,384"
212,2107,101003,33,10,7,31.3,8.3,6.7,13.9,"£42,857"
212,2180,101005,35,24,9,28.6,17.6,7.9,16.5,"£42,497"
212,2211,101006,19,13,7,19.0,9.7,6.7,14.6,"£41,997"
212,2217,101007,26,26,6,23.4,18.5,5.1,16.9,"£43,603"
212,2231,101008,30,26,15,26.5,18.6,10.3,15.6,"£38,783"
212,2237,101009,26,35,8,24.0,26.1,6.5,17.5,"£43,659"
212,2301,101010,21,19,10,18.4,14.2,8.3,16.4,"£40,696"
212,2314,101013,25,21,5,23.4,15.4,4.0,17.4,"£41,335"
212,2334,101014,13,16,5,12.0,12.6,4.9,18.3,"£44,655"
212,2467,101016,35,27,15,31.5,16.6,12.0,20.3,"£40,945"
212,2495,101017,25,17,7,22.1,13.2,6.9,17.3,"£42,647"
212,2511,101018,27,14,5,25.6,12.0,4.0,13.9,"£36,845"
212,2541,101019,29,27,14,24.3,20.7,9.3,15.7,"£41,214"
212,2545,101020,17,24,8,16.8,14.4,6.4,20.7,"£43,768"
212,2558,101021,29,28,11,27.1,24.3,10.3,14.5,"£44,315"
212,2584,101022,31,28,5,29.4,23.3,4.7,15.3,"£41,048"
212,2633,101024,24,26,8,21.1,16.5,6.6,14.7,"£44,420"
212,2774,101026,19,17,7,17.1,12.8,5.5,20.5,"£40,901"
212,2780,101027,30,21,17,28.1,17.5,16.0,14.5,"£40,281"
212,2781,101028,31,28,17,28.3,24.4,14.2,17.3,"£42,152"
212,2786,101029,21,17,13,21.0,13.2,9.1,15.1,"£38,879"
212,2807,101031,11,13,8,10.8,10.2,7.5,21.4,"£43,238"
212,2877,145030,13,11,11,12.2,10.6,10.4,17.5,"£43,522"
212,3304,101034,13,14,3,11.8,11.4,2.1,19.1,"£41,344"
212,3320,101035,14,15,6,11.8,12.2,5.3,15.9,"£41,474"
212,3376,101036,11,6,5,9.3,4.1,3.9,22.4,"£41,325"
212,3387,101037,14,9,2,11.1,5.0,1.9,18.8,"£48,964"
212,3390,101038,15,19,8,13.0,13.0,6.9,16.2,"£44,630"
212,3408,101041,13,13,6,12.8,9.4,5.2,13.6,"£42,144"
212,3422,101042,22,21,7,18.0,14.4,5.4,19.4,"£41,880"
212,3434,101043,13,16,4,10.4,9.4,2.0,18.1,"£41,520"
212,3444,101044,18,12,3,16.2,11.9,2.3,14.6,"£40,521"
212,3486,101045,12,15,5,11.1,9.5,3.3,20.9,"£43,156"
212,3524,101046,14,14,5,11.4,9.5,3.6,20.6,"£46,390"
212,3525,101047,13,11,4,12.6,8.4,3.2,11.8,"£39,532"
212,3528,101048,14,8,6,13.2,6.8,4.1,15.6,"£41,073"
212,3550,101049,23,21,7,18.4,14.4,5.7,22.1,"£44,164"
212,3629,101050,27,31,7,25.3,20.2,6.6,17.0,"£44,069"
212,3636,101051,14,15,8,12.1,9.0,5.0,19.3,"£44,673"
212,3644,101052,9,8,4,7.7,5.9,3.1,27.1,"£50,302"
212,3645,131520,28,24,10,24.8,15.7,8.4,17.6,"£43,906"
212,4000,138267,56,10,18,53.9,8.7,16.0,11.8,"£41,001"
212,4001,140985,73,3,15,71.0,2.9,14.8,12.6,"£48,454"
212,4008,135762,36,19,21,34.2,13.5,19.2,15.0,"£46,904"
